Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-11,0.1791568925597016,0.17693791186548902,0.17989170909441513,0.1791568925597016,inf,inf,inf
2024-10-14,0.1782340571332607,0.1770099406202968,0.17922432173809524,0.1782340571332607,inf,inf,inf
2024-10-15,0.1787405982611684,0.17688784141539154,0.1791729337761782,0.1787405982611684,inf,inf,inf
2024-10-16,0.17692852242994936,0.17560495583734048,0.17764980163453079,0.17692852242994936,inf,inf,inf
2024-10-17,0.17642906862467145,0.17588911921583125,0.17681276649093747,0.17642906862467145,inf,inf,inf
2024-10-18,0.1769347769669722,0.17592625759492095,0.17760487752164555,0.1769347769669722,inf,inf,inf
2024-10-21,0.17743394956350775,0.17445005217317233,0.17743394956350775,0.17743394956350775,inf,inf,inf
2024-10-22,0.17580563358792706,0.17504244283780243,0.1763234376559376,0.17580563358792706,inf,inf,inf
2024-10-23,0.17576854611394022,0.17456577102409906,0.1759440429430075,0.17576854611394022,inf,inf,inf
2024-10-24,0.17585509315996747,0.17490467468712306,0.17632019107452346,0.17585509315996747,inf,inf,inf
2024-10-25,0.176553671246206,0.1753524646816233,0.1765972620398057,0.176553671246206,inf,inf,inf
2024-10-28,0.1758763449959049,0.17494139846209544,0.17594064795158518,0.1758763449959049,inf,inf,inf
2024-10-29,0.17512521965265257,0.17448352211187468,0.17589227617967187,0.17512521965265257,inf,inf,inf
2024-10-30,0.17361110421242565,0.1727563322098258,0.17628162668325403,0.17361110421242565,inf,inf,inf
2024-10-31,0.17354181446373218,0.1727055990605233,0.1738115409460199,0.17354181446373218,inf,inf,inf
2024-11-01,0.17272946809768877,0.1714736449719305,0.1735951093598894,0.17272946809768877,inf,inf,inf
2024-11-04,0.17613305522509087,0.17041001154917476,0.17643654961899366,0.17613305522509087,inf,inf,inf
2024-11-05,0.17269368123633455,0.17232168689142788,0.17351128879262023,0.17269368123633455,inf,inf,inf
2024-11-06,0.17543860236179962,0.17519270636321957,0.17574692266145525,0.17422209904884287,inf,inf,inf
2024-11-07,0.17621766656992344,0.1751773698936616,0.17764047191849155,0.17621766656992344,inf,inf,inf
2024-11-08,0.17571604334584678,0.17273544350173037,0.17594346726132423,0.17571604334584678,inf,inf,inf
2024-11-11,0.17432535698156532,0.17195721338974848,0.17453380920934092,0.17432535698156532,inf,inf,inf
2024-11-12,0.17374986422892094,0.1727694827341899,0.17406206684760506,0.17374986422892094,inf,inf,inf
2024-11-13,0.17396750469458389,0.172004545118271,0.1747030055902576,0.17396750469458389,inf,inf,inf
2024-11-14,0.17223858201333705,0.1708022743317367,0.1735821202019962,0.17223858201333705,inf,inf,inf
2024-11-15,0.172762295240649,0.1717526021254011,0.17298661310986765,0.172762295240649,inf,inf,inf
2024-11-18,0.1725744655866444,0.17126363639927195,0.1743553580207171,0.1725744655866444,inf,inf,inf
2024-11-19,0.17402200003086862,0.17242521300411193,0.17427052669926793,0.17402200003086862,inf,inf,inf
2024-11-20,0.17325617534600393,0.17272350733272215,0.17351507879057254,0.17325617534600393,inf,inf,inf
2024-11-21,0.1732892030142038,0.17150599646839382,0.17347324007320256,0.1732892030142038,inf,inf,inf
2024-11-22,0.17199567196102108,0.17152069680283077,0.1728657531355921,0.17199567196102108,inf,inf,inf
2024-11-25,0.17243459841437447,0.17106090860446602,0.17321680770107242,0.17243459841437447,inf,inf,inf
2024-11-26,0.17249706151126742,0.171782934205188,0.17295648212384732,0.17249706151126742,inf,inf,inf
2024-11-27,0.17212889377486845,0.16989715202691974,0.17231997360088294,0.17212889377486845,inf,inf,inf
2024-11-28,0.1684238930967271,0.16664444372045495,0.1686737142557484,0.1684238930967271,inf,inf,inf
2024-11-29,0.16628145342133585,0.16377869814509272,0.1678612741932437,0.16628145342133585,inf,inf,inf
2024-12-02,0.1676257355674671,0.16426295143385602,0.16763571793645715,0.1674144555776346,inf,inf,inf
2024-12-03,0.1651036881506342,0.1641200683322329,0.1658830572032799,0.1651036881506342,inf,inf,inf
2024-12-04,0.16547798643431358,0.1646958005536268,0.16597510110728314,0.16547798643431358,inf,inf,inf
2024-12-05,0.16559582024435496,0.16501104990329415,0.16790141722703805,0.16559582024435496,inf,inf,inf
2024-12-06,0.16638104145713523,0.16459821912455005,0.16713184447743804,0.16638104145713523,inf,inf,inf
2024-12-09,0.16424945592884638,0.16268098693425814,0.16578053891765882,0.16424945592884638,inf,inf,inf
2024-12-10,0.16456570906357834,0.16365540182097724,0.166267123301247,0.16456570906357834,inf,inf,inf
2024-12-11,0.16541776237145656,0.16473378373537928,0.16666038854724793,0.16541776237145656,inf,inf,inf
2024-12-12,0.16799099178553953,0.1661985390487539,0.1705687090348585,0.16799099178553953,inf,inf,inf
2024-12-13,0.16677507188423008,0.16473650118747793,0.16715699551139876,0.16677507188423008,inf,inf,inf
2024-12-16,0.16553824129826883,0.1640554509476899,0.16600656727259025,0.16553824129826883,inf,inf,inf
2024-12-17,0.1626730496278959,0.16117333677636725,0.16400091308339174,0.1626730496278959,inf,inf,inf
2024-12-18,0.16384847403826666,0.16145959364251003,0.16408452439866442,0.16384847403826666,inf,inf,inf
2024-12-19,0.15901032233537313,0.15824537090381138,0.16357590159512775,0.15901032233537313,inf,inf,inf
2024-12-20,0.16255933722145224,0.1618935088110158,0.16527811327074446,0.16255933722145224,inf,inf,inf
2024-12-23,0.16436014850747976,0.16178873373194097,0.16478113198711328,0.16436014850747976,inf,inf,inf
2024-12-24,0.16144916490563568,0.1609139927556354,0.161772871305856,0.16144916490563568,inf,inf,inf
2024-12-25,0.16192758462322945,0.15597947527309491,0.16210989481244967,0.16192758462322945,inf,inf,inf
2024-12-26,0.16196430154655816,0.1613501776762165,0.16265981409416103,0.16173902273059076,inf,inf,inf
2024-12-27,0.1626412955328691,0.16104356653777205,0.1621753335508403,0.1626412955328691,inf,inf,inf
2024-12-30,0.16145438532064887,0.1598976607150468,0.1626370070941665,0.16145438532064887,inf,inf,inf
2024-12-31,0.16186730544431363,0.16110843171349024,0.16208682834293572,0.16186730544431363,inf,inf,inf
2025-01-02,0.15878056881722652,0.15725990170656245,0.16265301421423814,0.1587301539245438,inf,inf,inf
2025-01-03,0.1625751904208989,0.16126951511917084,0.1629938708020948,0.1625751904208989,inf,inf,inf
2025-01-06,0.16179397613013619,0.15991045053810504,0.1640985192688325,0.16179397613013619,inf,inf,inf
2025-01-07,0.16351892802983017,0.16269951453580275,0.16520206521487393,0.16351892802983017,inf,inf,inf
2025-01-08,0.16391023809812252,0.16251706034223287,0.16424106899167756,0.16391023809812252,inf,inf,inf
2025-01-09,0.16377869814509272,0.16236402224496857,0.1651582206605913,0.16377869814509272,inf,inf,inf
2025-01-10,0.16571107219777562,0.1634521077168744,0.16594381756903517,0.16571107219777562,inf,inf,inf
2025-01-13,0.1637760249902382,0.1610850677975345,0.16450614707932937,0.1637760249902382,inf,inf,inf
2025-01-14,0.1641119899808949,0.1629301370161007,0.16548343147202033,0.1641119899808949,inf,inf,inf
2025-01-15,0.1651582206605913,0.1636822001289382,0.1665512725516871,0.1651582206605913,inf,inf,inf
2025-01-16,0.16632846880956548,0.16533024550037903,0.1667945438197636,0.16632846880956548,inf,inf,inf
2025-01-17,0.16529198679651563,0.16424136483531632,0.16608434445788123,0.16529198679651563,inf,inf,inf
2025-01-20,0.16484884919946804,0.16373311297718457,0.1659491882531367,0.16484884919946804,inf,inf,inf
2025-01-21,0.16584298156635052,0.16491309466049,0.16605731927530776,0.16584298156635052,inf,inf,inf
2025-01-22,0.16609915614755189,0.16509278337043387,0.1692037318619404,0.16609915614755189,inf,inf,inf
2025-01-23,0.16834166659174654,0.1673864346998776,0.1695594659837993,0.16834166659174654,inf,inf,inf
2025-01-24,0.1688048676672198,0.16729402030644255,0.17047423111492552,0.1688048676672198,inf,inf,inf
2025-01-27,0.16923050728110506,0.1667139001730376,0.16943639134561927,0.16923050728110506,inf,inf,inf
2025-01-28,0.16970437326494509,0.1690045683531622,0.1707038136391334,0.16970437326494509,inf,inf,inf
2025-01-29,0.17076210890005905,0.16989178426587198,0.17129467745066976,0.17076210890005905,inf,inf,inf
2025-01-30,0.17074461892188736,0.16860562481302574,0.17100286932943765,0.17074461892188736,inf,inf,inf
2025-01-31,0.17022725924187068,0.1691045959894555,0.17220670302753902,0.17022725924187068,inf,inf,inf
2025-02-03,0.1712152856981673,0.16939964335760815,0.17200773347147635,0.1712152856981673,inf,inf,inf
2025-02-04,0.17222968469387387,0.17020117586934885,0.17386415122183152,0.17222968469387387,inf,inf,inf
2025-02-05,0.17369856033628653,0.17193357138845766,0.17400373487669074,0.17369856033628653,inf,inf,inf
2025-02-06,0.1723276341147172,0.17174163119139188,0.17346956669334557,0.1723276341147172,inf,inf,inf
2025-02-07,0.17359604338973983,0.17268472261860984,0.17441752345733186,0.17359604338973983,inf,inf,inf
2025-02-10,0.17231872759279393,0.17063681077936396,0.17360173400413634,0.17231872759279393,inf,inf,inf
2025-02-11,0.17280409070230585,0.1719513058045881,0.17385321154155753,0.17280409070230585,inf,inf,inf
2025-02-12,0.17347557906409883,0.17290866788433257,0.17385558961581196,0.17347557906409883,inf,inf,inf
2025-02-13,0.17347859258093198,0.17246731356273634,0.17382142365756098,0.17347859258093198,inf,inf,inf
2025-02-14,0.17340338642107625,0.17246137087724256,0.17522341664072344,0.17340338642107625,inf,inf,inf
2025-02-17,0.1754016695657003,0.17455052958970532,0.1756388851549836,0.1754016695657003,inf,inf,inf
2025-02-18,0.17506696222484047,0.1746480829702313,0.17622387094860475,0.17506696222484047,inf,inf,inf
2025-02-19,0.17579017488806867,0.17449875184606214,0.1760158998737679,0.17579017488806867,inf,inf,inf
2025-02-20,0.17481600011470166,0.17417051594088698,0.17594169595669648,0.17481600011470166,inf,inf,inf
2025-02-21,0.1753985888671536,0.17448352211187468,0.17577293626559787,0.1753985888671536,inf,inf,inf
2025-02-24,0.17448961949376218,0.17375893370620166,0.17539093159956728,0.17448961949376218,inf,inf,inf
2025-02-25,0.17307625490790773,0.171438362525064,0.17373037525443608,0.17307625490790773,inf,inf,inf
2025-02-26,0.17420691756514758,0.17236326941122196,0.17447475424303993,0.17420691756514758,inf,inf,inf
2025-02-27,0.17236326941122196,0.17136198801451855,0.17267971757343709,0.17236326941122196,inf,inf,inf
2025-02-28,0.17126219583053737,0.16973317563941348,0.17174458476651594,0.17126219583053737,inf,inf,inf
2025-03-03,0.17005645351523055,0.16749576518811718,0.17026525192478345,0.17005645351523055,inf,inf,inf
2025-03-04,0.16609915614755189,0.1618594473375163,0.16629209384791602,0.16609915614755189,inf,inf,inf
2025-03-05,0.16994230969947755,0.16989755118167457,0.17269680986150013,0.1699033184890022,inf,inf,inf
2025-03-06,0.17421299562995488,0.1720548530514387,0.1745497741254916,0.17421299562995488,inf,inf,inf
2025-03-07,0.17352073538334423,0.17270262656138582,0.17396144374712832,0.17352073538334423,inf,inf,inf
2025-03-10,0.1729236239262114,0.17037225874493897,0.1732924105326054,0.1729236239262114,inf,inf,inf
2025-03-11,0.17085547253104647,0.1689588730575166,0.17190400336799225,0.17085547253104647,inf,inf,inf
2025-03-12,0.17215852508353435,0.1711068965278098,0.17238939621476107,0.17215852508353435,inf,inf,inf
2025-03-13,0.17247921434791463,0.17138548707951695,0.17273838867438868,0.17247921434791463,inf,inf,inf
2025-03-14,0.17245839259704665,0.16939964335760815,0.17488864478712832,0.17245839259704665,inf,inf,inf
2025-03-17,0.17419781573266885,0.17222375837271595,0.17605860471285723,0.17419781573266885,inf,inf,inf
2025-03-18,0.17611620778157194,0.17504244283780243,0.17638550147296872,0.17611620778157194,inf,inf,inf
2025-03-19,0.1763015440777399,0.1746480829702313,0.1770350143462255,0.1763015440777399,inf,inf,inf
2025-03-20,0.17705069276932464,0.17574382982325074,0.1772920479923617,0.17705069276932464,inf,inf,inf
2025-03-21,0.1762456119326019,0.17445005217317233,0.17646958341807664,0.1762456119326019,inf,inf,inf
2025-03-24,0.17453225500135572,0.1732922100592266,0.1754338620032024,0.17453225500135572,inf,inf,inf
2025-03-25,0.17358700527667903,0.17260723383416257,0.1762690028083324,0.17358700527667903,inf,inf,inf
2025-03-26,0.17548785560597038,0.17418567661288648,0.17571573416580413,0.17548785560597038,inf,inf,inf
2025-03-27,0.17441353437423304,0.1733402653393363,0.17475796276483557,0.17441353437423304,inf,inf,inf
2025-03-28,0.17423728317878823,0.1730073913432287,0.17444556823500748,0.17423728317878823,inf,inf,inf
2025-03-31,0.1736683965722314,0.1720726124973426,0.1747253773590486,0.1736683965722314,inf,inf,inf
2025-04-01,0.17548785560597038,0.17396144374712832,0.1760098578519172,0.17548785560597038,inf,inf,inf
2025-04-02,0.17601604760565862,0.1750700312849259,0.17673062104217835,0.17601604760565862,inf,inf,inf
2025-04-03,0.1765630209368191,0.17398566120254122,0.1789957826802168,0.1765630209368191,inf,inf,inf
2025-04-04,0.17760096691932672,0.17175932603151117,0.17793784895605483,0.17760096691932672,inf,inf,inf
2025-04-07,0.1712319914274267,0.16876213216826963,0.17243153599298813,0.1712319914274267,inf,inf,inf
2025-04-08,0.16910173251802693,0.16687247705232103,0.17060480021242297,0.16910173251802693,inf,inf,inf
2025-04-09,0.1662980409496492,0.16344677005594743,0.1665981362697814,0.1662980409496492,inf,inf,inf
2025-04-10,0.1718774177474134,0.1680587472204601,0.1721269582741801,0.1718774177474134,inf,inf,inf
2025-04-11,0.16994374192076156,0.16904741311314642,0.17196310728014588,0.16994374192076156,inf,inf,inf
